id,image_url,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id
111181974,https://inaturalist-open-data.s3.amazonaws.com/photos/187659953/medium.jpeg,Alectoris barbara koenigi,Alectoris barbara koenigi,,Aves,625973
111198750,https://inaturalist-open-data.s3.amazonaws.com/photos/187689699/medium.jpeg,Perdiz roja,Alectoris rufa,Красная куропатка,Aves,867
111227990,https://static.inaturalist.org/photos/187741503/medium.jpeg,Red-legged Partridge,Alectoris rufa,Красная куропатка,Aves,867
111239216,https://static.inaturalist.org/photos/187757126/medium.jpeg,Red-legged Partridge,Alectoris rufa,Красная куропатка,Aves,867
111244374,https://static.inaturalist.org/photos/187766687/medium.jpeg,Red-legged Partridge,Alectoris rufa,Красная куропатка,Aves,867
111244379,https://static.inaturalist.org/photos/187766819/medium.jpeg,Red-legged Partridge,Alectoris rufa,Красная куропатка,Aves,867
111244384,https://static.inaturalist.org/photos/187766887/medium.jpeg,Red-legged Partridge,Alectoris rufa,Красная куропатка,Aves,867
111274027,https://inaturalist-open-data.s3.amazonaws.com/photos/187827437/medium.jpeg,Chukar,Alectoris chukar,Азиатский кеклик,Aves,846
111305674,https://inaturalist-open-data.s3.amazonaws.com/photos/187885022/medium.jpeg,Red-legged Partridge,Alectoris rufa,Красная куропатка,Aves,867
111305680,https://inaturalist-open-data.s3.amazonaws.com/photos/187885266/medium.jpeg,Perdiz roja,Alectoris rufa,Красная куропатка,Aves,867
111307801,https://inaturalist-open-data.s3.amazonaws.com/photos/187887655/medium.jpg,Rothuhn,Alectoris rufa,Красная куропатка,Aves,867
111311115,https://inaturalist-open-data.s3.amazonaws.com/photos/187894541/medium.jpg,Rock Partridge (Sicilian),Alectoris graeca whitakeri,,Aves,563465
111322048,https://static.inaturalist.org/photos/187913321/medium.jpg,Rothuhn,Alectoris rufa,Красная куропатка,Aves,867
111332828,https://inaturalist-open-data.s3.amazonaws.com/photos/187931089/medium.jpeg,Red-legged Partridge,Alectoris rufa,Красная куропатка,Aves,867
111351637,https://inaturalist-open-data.s3.amazonaws.com/photos/187964484/medium.jpeg,Perdrix rouge,Alectoris rufa,Красная куропатка,Aves,867
111367563,https://static.inaturalist.org/photos/187995628/medium.jpeg,Red-legged Partridge,Alectoris rufa,Красная куропатка,Aves,867
111369346,https://inaturalist-open-data.s3.amazonaws.com/photos/187998466/medium.jpg,Chukar,Alectoris chukar,Азиатский кеклик,Aves,846
111389456,https://inaturalist-open-data.s3.amazonaws.com/photos/188036542/medium.jpg,Red-legged Partridge,Alectoris rufa,Красная куропатка,Aves,867
111390821,https://inaturalist-open-data.s3.amazonaws.com/photos/188039351/medium.jpeg,Perdiz roja,Alectoris rufa,Красная куропатка,Aves,867
111415056,https://inaturalist-open-data.s3.amazonaws.com/photos/188081002/medium.jpg,Red-legged Partridge,Alectoris rufa,Красная куропатка,Aves,867
111416806,https://inaturalist-open-data.s3.amazonaws.com/photos/188083801/medium.jpg,Perdiz-comum,Alectoris rufa,Красная куропатка,Aves,867
111450229,https://inaturalist-open-data.s3.amazonaws.com/photos/188141121/medium.jpeg,Red-legged Partridge,Alectoris rufa,Красная куропатка,Aves,867
111497268,https://inaturalist-open-data.s3.amazonaws.com/photos/188227038/medium.jpg,Chukar,Alectoris chukar,Азиатский кеклик,Aves,846
111519119,https://static.inaturalist.org/photos/188267526/medium.jpeg,Red-legged Partridge,Alectoris rufa,Красная куропатка,Aves,867
111540515,https://static.inaturalist.org/photos/188304817/medium.jpg,Chukar,Alectoris chukar,Азиатский кеклик,Aves,846
111548461,https://static.inaturalist.org/photos/188318275/medium.png,Alectoris rufa,Alectoris rufa,Красная куропатка,Aves,867
111564530,https://inaturalist-open-data.s3.amazonaws.com/photos/188347323/medium.jpeg,Perdiz roja,Alectoris rufa,Красная куропатка,Aves,867
111638729,https://inaturalist-open-data.s3.amazonaws.com/photos/188486205/medium.jpeg,Red-legged Partridge,Alectoris rufa,Красная куропатка,Aves,867
111669180,https://static.inaturalist.org/photos/188538874/medium.jpeg,Perdrix rouge,Alectoris rufa,Красная куропатка,Aves,867
111679224,https://inaturalist-open-data.s3.amazonaws.com/photos/188555978/medium.jpeg,Red-legged Partridge,Alectoris rufa,Красная куропатка,Aves,867
111679893,https://static.inaturalist.org/photos/188543139/medium.jpeg,Chukar,Alectoris chukar,Азиатский кеклик,Aves,846
111741802,https://static.inaturalist.org/photos/188672462/medium.jpeg,Chukar,Alectoris chukar,Азиатский кеклик,Aves,846
111748064,https://static.inaturalist.org/photos/188686602/medium.jpeg,Red-legged Partridge,Alectoris rufa,Красная куропатка,Aves,867
111775156,https://static.inaturalist.org/photos/188734661/medium.jpeg,Perdiz roja,Alectoris rufa,Красная куропатка,Aves,867
111799998,https://inaturalist-open-data.s3.amazonaws.com/photos/188776403/medium.jpg,Perdiz roja,Alectoris rufa,Красная куропатка,Aves,867
111801448,https://inaturalist-open-data.s3.amazonaws.com/photos/188779807/medium.jpeg,Perdiz roja,Alectoris rufa,Красная куропатка,Aves,867
111814322,https://inaturalist-open-data.s3.amazonaws.com/photos/188803535/medium.jpeg,Red-legged Partridge,Alectoris rufa,Красная куропатка,Aves,867
111814393,https://inaturalist-open-data.s3.amazonaws.com/photos/188803642/medium.jpeg,Red-legged Partridge,Alectoris rufa,Красная куропатка,Aves,867
111815841,https://inaturalist-open-data.s3.amazonaws.com/photos/188806151/medium.jpg,Chukar,Alectoris chukar,Азиатский кеклик,Aves,846
111833732,https://static.inaturalist.org/photos/188837455/medium.jpeg,Red-legged Partridge,Alectoris rufa,Красная куропатка,Aves,867
111844983,https://inaturalist-open-data.s3.amazonaws.com/photos/188857395/medium.jpeg,Perdiz roja,Alectoris rufa,Красная куропатка,Aves,867
111855560,https://inaturalist-open-data.s3.amazonaws.com/photos/188876409/medium.jpeg,Red-legged Partridge,Alectoris rufa,Красная куропатка,Aves,867
111881371,https://inaturalist-open-data.s3.amazonaws.com/photos/188925594/medium.jpg,Perdrix choukar,Alectoris chukar,Азиатский кеклик,Aves,846
111895832,https://inaturalist-open-data.s3.amazonaws.com/photos/188951549/medium.jpeg,Rothuhn,Alectoris rufa,Красная куропатка,Aves,867
111896508,https://static.inaturalist.org/photos/188952788/medium.jpeg,Red-legged Partridge,Alectoris rufa,Красная куропатка,Aves,867
111925361,https://inaturalist-open-data.s3.amazonaws.com/photos/189004300/medium.jpeg,Chukar,Alectoris chukar,Азиатский кеклик,Aves,846
111925367,https://inaturalist-open-data.s3.amazonaws.com/photos/189004358/medium.jpeg,Chukar,Alectoris chukar,Азиатский кеклик,Aves,846
111925370,https://inaturalist-open-data.s3.amazonaws.com/photos/189004459/medium.jpeg,Chukar,Alectoris chukar,Азиатский кеклик,Aves,846
111928246,https://static.inaturalist.org/photos/189009395/medium.jpeg,Red-legged Partridge,Alectoris rufa,Красная куропатка,Aves,867
111928247,https://static.inaturalist.org/photos/189009419/medium.jpeg,Red-legged Partridge,Alectoris rufa,Красная куропатка,Aves,867
111928248,https://static.inaturalist.org/photos/189009438/medium.jpeg,Perdrix rouge,Alectoris rufa,Красная куропатка,Aves,867
111928250,https://static.inaturalist.org/photos/189009447/medium.jpeg,Red-legged Partridge,Alectoris rufa,Красная куропатка,Aves,867
111959511,https://inaturalist-open-data.s3.amazonaws.com/photos/189065478/medium.jpeg,Red-legged Partridge,Alectoris rufa,Красная куропатка,Aves,867
111966043,https://inaturalist-open-data.s3.amazonaws.com/photos/189073723/medium.jpeg,Red-legged Partridge,Alectoris rufa,Красная куропатка,Aves,867
112010919,https://inaturalist-open-data.s3.amazonaws.com/photos/189160938/medium.jpeg,Chukar,Alectoris chukar,Азиатский кеклик,Aves,846
112021233,https://inaturalist-open-data.s3.amazonaws.com/photos/189182512/medium.jpeg,Red-legged Partridge,Alectoris rufa,Красная куропатка,Aves,867
112053817,https://inaturalist-open-data.s3.amazonaws.com/photos/189240397/medium.jpg,Red-legged Partridge,Alectoris rufa,Красная куропатка,Aves,867
112087666,https://inaturalist-open-data.s3.amazonaws.com/photos/189300792/medium.jpeg,Chukar,Alectoris chukar,Азиатский кеклик,Aves,846
112126712,https://inaturalist-open-data.s3.amazonaws.com/photos/189373991/medium.jpeg,Chukar,Alectoris chukar,Азиатский кеклик,Aves,846
112129191,https://inaturalist-open-data.s3.amazonaws.com/photos/189377261/medium.jpeg,Perdiz roja,Alectoris rufa,Красная куропатка,Aves,867
112132627,https://inaturalist-open-data.s3.amazonaws.com/photos/189385035/medium.jpg,Perdiz roja,Alectoris rufa,Красная куропатка,Aves,867
112133445,https://inaturalist-open-data.s3.amazonaws.com/photos/189386470/medium.jpg,Perdrix rouge,Alectoris rufa,Красная куропатка,Aves,867
112140437,https://static.inaturalist.org/photos/189398446/medium.jpg,Perdrix choukar,Alectoris chukar,Азиатский кеклик,Aves,846
112147843,https://inaturalist-open-data.s3.amazonaws.com/photos/189411111/medium.jpeg,Red-legged Partridge,Alectoris rufa,Красная куропатка,Aves,867
112154721,https://inaturalist-open-data.s3.amazonaws.com/photos/189423886/medium.jpg,Red-legged Partridge,Alectoris rufa,Красная куропатка,Aves,867
112156988,https://inaturalist-open-data.s3.amazonaws.com/photos/189426665/medium.jpg,Red-legged Partridge,Alectoris rufa,Красная куропатка,Aves,867
112231212,https://static.inaturalist.org/photos/189561463/medium.jpeg,Chukar,Alectoris chukar,Азиатский кеклик,Aves,846
112271436,https://inaturalist-open-data.s3.amazonaws.com/photos/189632181/medium.jpeg,Perdiz roja,Alectoris rufa,Красная куропатка,Aves,867
112297366,https://inaturalist-open-data.s3.amazonaws.com/photos/189674634/medium.jpeg,Chukar,Alectoris chukar,Азиатский кеклик,Aves,846
112310267,https://inaturalist-open-data.s3.amazonaws.com/photos/189698365/medium.jpg,Alectoris barbara koenigi,Alectoris barbara koenigi,,Aves,625973
112421393,https://static.inaturalist.org/photos/189883556/medium.jpeg,Perdrix rouge,Alectoris rufa,Красная куропатка,Aves,867
112428133,https://inaturalist-open-data.s3.amazonaws.com/photos/189892163/medium.jpeg,Alectoris rufa intercedens,Alectoris rufa intercedens,,Aves,630043
112490523,https://inaturalist-open-data.s3.amazonaws.com/photos/190007606/medium.jpeg,Perdiz-comum,Alectoris rufa,Красная куропатка,Aves,867
112514305,https://inaturalist-open-data.s3.amazonaws.com/photos/190048406/medium.jpg,Red-legged Partridge,Alectoris rufa,Красная куропатка,Aves,867
112523680,https://inaturalist-open-data.s3.amazonaws.com/photos/190063292/medium.jpeg,Alectoris graeca,Alectoris graeca,Европейский кеклик,Aves,863
112570928,https://inaturalist-open-data.s3.amazonaws.com/photos/190144111/medium.jpeg,Pernice rossa,Alectoris rufa,Красная куропатка,Aves,867
112608748,https://inaturalist-open-data.s3.amazonaws.com/photos/190210078/medium.jpg,Chukar,Alectoris chukar,Азиатский кеклик,Aves,846
112610173,https://inaturalist-open-data.s3.amazonaws.com/photos/190214155/medium.jpg,Chukar,Alectoris chukar,Азиатский кеклик,Aves,846
112635797,https://inaturalist-open-data.s3.amazonaws.com/photos/190262567/medium.jpeg,Red-legged Partridge,Alectoris rufa,Красная куропатка,Aves,867
112661006,https://inaturalist-open-data.s3.amazonaws.com/photos/190309080/medium.jpg,Red-legged Partridge,Alectoris rufa,Красная куропатка,Aves,867
112672886,https://inaturalist-open-data.s3.amazonaws.com/photos/190329982/medium.jpg,Chukar,Alectoris chukar,Азиатский кеклик,Aves,846
112690047,https://static.inaturalist.org/photos/190359621/medium.jpeg,Red-legged Partridge,Alectoris rufa,Красная куропатка,Aves,867
112700824,https://inaturalist-open-data.s3.amazonaws.com/photos/190377965/medium.jpg,Red-legged Partridge,Alectoris rufa,Красная куропатка,Aves,867
112716100,https://static.inaturalist.org/photos/190403748/medium.jpg,Perdrix rouge,Alectoris rufa,Красная куропатка,Aves,867
112721336,https://inaturalist-open-data.s3.amazonaws.com/photos/190412681/medium.jpg,Perdiz-comum,Alectoris rufa,Красная куропатка,Aves,867
112751163,https://inaturalist-open-data.s3.amazonaws.com/photos/190465470/medium.jpg,Red-legged Partridge,Alectoris rufa,Красная куропатка,Aves,867
112756993,https://static.inaturalist.org/photos/190479109/medium.jpeg,Red-legged Partridge,Alectoris rufa,Красная куропатка,Aves,867
112781030,https://inaturalist-open-data.s3.amazonaws.com/photos/190517871/medium.jpg,Chukar,Alectoris chukar,Азиатский кеклик,Aves,846
112824688,https://inaturalist-open-data.s3.amazonaws.com/photos/190601218/medium.jpeg,Barbary Partridge,Alectoris barbara,Берберийская каменная куропатка,Aves,871
112842371,https://static.inaturalist.org/photos/190632171/medium.jpg,Chukar,Alectoris chukar,Азиатский кеклик,Aves,846
112845550,https://inaturalist-open-data.s3.amazonaws.com/photos/190637794/medium.jpg,Chukar,Alectoris chukar,Азиатский кеклик,Aves,846
112857733,https://inaturalist-open-data.s3.amazonaws.com/photos/190659204/medium.jpeg,Perdrix rouge,Alectoris rufa,Красная куропатка,Aves,867
112884046,https://inaturalist-open-data.s3.amazonaws.com/photos/190704182/medium.jpeg,Red-legged Partridge,Alectoris rufa,Красная куропатка,Aves,867
112884049,https://inaturalist-open-data.s3.amazonaws.com/photos/190704424/medium.jpeg,Red-legged Partridge,Alectoris rufa,Красная куропатка,Aves,867
112911080,https://static.inaturalist.org/photos/190765080/medium.jpeg,Chukar,Alectoris chukar,Азиатский кеклик,Aves,846
112944357,https://static.inaturalist.org/photos/190816875/medium.jpeg,Rothuhn,Alectoris rufa,Красная куропатка,Aves,867
112969594,https://inaturalist-open-data.s3.amazonaws.com/photos/190862387/medium.png,Red-legged Partridge,Alectoris rufa,Красная куропатка,Aves,867
112983808,https://inaturalist-open-data.s3.amazonaws.com/photos/190885284/medium.jpeg,Rothuhn,Alectoris rufa,Красная куропатка,Aves,867
112991397,https://static.inaturalist.org/photos/190899810/medium.jpeg,Red-legged Partridge,Alectoris rufa,Красная куропатка,Aves,867
112995098,https://static.inaturalist.org/photos/190905921/medium.jpg,Perdiz roja,Alectoris rufa,Красная куропатка,Aves,867
113008707,https://inaturalist-open-data.s3.amazonaws.com/photos/190927643/medium.jpeg,Chukar,Alectoris chukar,Азиатский кеклик,Aves,846
113017532,https://inaturalist-open-data.s3.amazonaws.com/photos/190944428/medium.jpg,Red-legged Partridge,Alectoris rufa,Красная куропатка,Aves,867
113028170,https://inaturalist-open-data.s3.amazonaws.com/photos/190963602/medium.jpg,Chukar,Alectoris chukar,Азиатский кеклик,Aves,846
113043060,https://inaturalist-open-data.s3.amazonaws.com/photos/190992030/medium.jpg,Chukar,Alectoris chukar,Азиатский кеклик,Aves,846
113058001,https://inaturalist-open-data.s3.amazonaws.com/photos/191019395/medium.jpeg,Chukar,Alectoris chukar,Азиатский кеклик,Aves,846
113061867,https://inaturalist-open-data.s3.amazonaws.com/photos/191026260/medium.jpeg,Rode Patrijs,Alectoris rufa,Красная куропатка,Aves,867
113072774,https://inaturalist-open-data.s3.amazonaws.com/photos/191044647/medium.jpg,punapyy,Alectoris rufa,Красная куропатка,Aves,867
113082124,https://static.inaturalist.org/photos/191061349/medium.jpeg,Perdiz roja,Alectoris rufa,Красная куропатка,Aves,867
113090318,https://inaturalist-open-data.s3.amazonaws.com/photos/191074853/medium.jpg,"",Alectoris rufa,Красная куропатка,Aves,867
113093224,https://inaturalist-open-data.s3.amazonaws.com/photos/191080066/medium.jpeg,Perdrix rouge,Alectoris rufa,Красная куропатка,Aves,867
113094221,https://static.inaturalist.org/photos/191081746/medium.jpg,Perdrix choukar,Alectoris chukar,Азиатский кеклик,Aves,846
113134846,https://inaturalist-open-data.s3.amazonaws.com/photos/191148905/medium.jpg,Chukar,Alectoris chukar,Азиатский кеклик,Aves,846
113193266,https://static.inaturalist.org/photos/191258260/medium.jpeg,Alectoris rufa intercedens,Alectoris rufa intercedens,,Aves,630043
113239652,https://static.inaturalist.org/photos/191336614/medium.jpeg,Chukar,Alectoris chukar,Азиатский кеклик,Aves,846
113271259,https://inaturalist-open-data.s3.amazonaws.com/photos/191391353/medium.jpeg,Perdiz roja,Alectoris rufa,Красная куропатка,Aves,867
113378514,https://inaturalist-open-data.s3.amazonaws.com/photos/191565499/medium.jpg,Perdrix rouge,Alectoris rufa,Красная куропатка,Aves,867
113385388,https://static.inaturalist.org/photos/191576960/medium.jpeg,Perdrix rouge,Alectoris rufa,Красная куропатка,Aves,867
113444405,https://inaturalist-open-data.s3.amazonaws.com/photos/191660539/medium.jpg,Rock Partridge (Sicilian),Alectoris graeca whitakeri,,Aves,563465
113543507,https://static.inaturalist.org/photos/192288961/medium.jpg,Perdrix rouge,Alectoris rufa,Красная куропатка,Aves,867
113592195,https://inaturalist-open-data.s3.amazonaws.com/photos/191898690/medium.jpg,Chukar,Alectoris chukar,Азиатский кеклик,Aves,846
113710508,https://inaturalist-open-data.s3.amazonaws.com/photos/192097013/medium.jpeg,Red-legged Partridge,Alectoris rufa,Красная куропатка,Aves,867
113710509,https://inaturalist-open-data.s3.amazonaws.com/photos/192097110/medium.jpeg,Red-legged Partridge,Alectoris rufa,Красная куропатка,Aves,867
113710510,https://inaturalist-open-data.s3.amazonaws.com/photos/192097135/medium.jpeg,Red-legged Partridge,Alectoris rufa,Красная куропатка,Aves,867
113710511,https://inaturalist-open-data.s3.amazonaws.com/photos/192097167/medium.jpeg,Red-legged Partridge,Alectoris rufa,Красная куропатка,Aves,867
113729717,https://static.inaturalist.org/photos/192124655/medium.jpeg,Chukar,Alectoris chukar,Азиатский кеклик,Aves,846
113730767,https://static.inaturalist.org/photos/192127039/medium.jpeg,Chukar,Alectoris chukar,Азиатский кеклик,Aves,846
113820051,https://inaturalist-open-data.s3.amazonaws.com/photos/192261205/medium.jpg,Red-legged Partridge,Alectoris rufa,Красная куропатка,Aves,867
113896802,https://static.inaturalist.org/photos/192377982/medium.jpg,Red-legged Partridge,Alectoris rufa,Красная куропатка,Aves,867
113896945,https://static.inaturalist.org/photos/192378243/medium.jpeg,Perdrix choukar,Alectoris chukar,Азиатский кеклик,Aves,846
113930025,https://inaturalist-open-data.s3.amazonaws.com/photos/192432454/medium.jpg,Chukar,Alectoris chukar,Азиатский кеклик,Aves,846
114090598,https://inaturalist-open-data.s3.amazonaws.com/photos/192698866/medium.jpg,Chukar,Alectoris chukar,Азиатский кеклик,Aves,846
114128018,https://inaturalist-open-data.s3.amazonaws.com/photos/192761021/medium.jpg,Chukar,Alectoris chukar,Азиатский кеклик,Aves,846
114133018,https://static.inaturalist.org/photos/192768091/medium.jpeg,Red-legged Partridge,Alectoris rufa,Красная куропатка,Aves,867
114144717,https://inaturalist-open-data.s3.amazonaws.com/photos/192786130/medium.jpeg,Red-legged Partridge,Alectoris rufa,Красная куропатка,Aves,867
114166199,https://inaturalist-open-data.s3.amazonaws.com/photos/192820097/medium.jpg,Red-legged Partridge,Alectoris rufa,Красная куропатка,Aves,867
114303653,https://inaturalist-open-data.s3.amazonaws.com/photos/193031110/medium.jpeg,Red-legged Partridge,Alectoris rufa,Красная куропатка,Aves,867
114303910,https://inaturalist-open-data.s3.amazonaws.com/photos/193031505/medium.jpeg,Red-legged Partridge,Alectoris rufa,Красная куропатка,Aves,867
114350393,https://static.inaturalist.org/photos/193106584/medium.jpeg,Red-legged Partridge,Alectoris rufa,Красная куропатка,Aves,867
114381489,https://inaturalist-open-data.s3.amazonaws.com/photos/193154341/medium.jpeg,Chukar,Alectoris chukar,Азиатский кеклик,Aves,846
114387047,https://inaturalist-open-data.s3.amazonaws.com/photos/193162906/medium.jpg,Chukar,Alectoris chukar,Азиатский кеклик,Aves,846
114390642,https://inaturalist-open-data.s3.amazonaws.com/photos/193159110/medium.jpeg,Alectoris barbara koenigi,Alectoris barbara koenigi,,Aves,625973
114401951,https://inaturalist-open-data.s3.amazonaws.com/photos/193186748/medium.jpg,Chukar,Alectoris chukar,Азиатский кеклик,Aves,846
114419264,https://inaturalist-open-data.s3.amazonaws.com/photos/193210869/medium.jpeg,Red-legged Partridge,Alectoris rufa,Красная куропатка,Aves,867
114517838,https://inaturalist-open-data.s3.amazonaws.com/photos/193349226/medium.jpeg,Chukar,Alectoris chukar,Азиатский кеклик,Aves,846
114527081,https://inaturalist-open-data.s3.amazonaws.com/photos/193393303/medium.jpeg,Chukar,Alectoris chukar,Азиатский кеклик,Aves,846
114586736,https://inaturalist-open-data.s3.amazonaws.com/photos/193489861/medium.jpeg,Red-legged Partridge,Alectoris rufa,Красная куропатка,Aves,867
114692166,https://inaturalist-open-data.s3.amazonaws.com/photos/193641779/medium.jpeg,Perdrix rouge,Alectoris rufa,Красная куропатка,Aves,867
114698976,https://static.inaturalist.org/photos/193656448/medium.jpeg,Chukar,Alectoris chukar,Азиатский кеклик,Aves,846
114757120,https://static.inaturalist.org/photos/193746321/medium.jpeg,Chukar,Alectoris chukar,Азиатский кеклик,Aves,846
114901808,https://inaturalist-open-data.s3.amazonaws.com/photos/193969359/medium.jpeg,Perdiz roja,Alectoris rufa,Красная куропатка,Aves,867
114901811,https://inaturalist-open-data.s3.amazonaws.com/photos/193969435/medium.jpeg,Perdiz roja,Alectoris rufa,Красная куропатка,Aves,867
114908680,https://inaturalist-open-data.s3.amazonaws.com/photos/193959169/medium.jpg,Perdiz roja,Alectoris rufa,Красная куропатка,Aves,867
114964322,https://static.inaturalist.org/photos/194074196/medium.jpg,Chukar,Alectoris chukar,Азиатский кеклик,Aves,846
114966581,https://static.inaturalist.org/photos/194078408/medium.jpg,Chukar,Alectoris chukar,Азиатский кеклик,Aves,846
115002271,https://inaturalist-open-data.s3.amazonaws.com/photos/194129082/medium.jpeg,Rock Partridges,Alectoris,Кеклики,Aves,845
115029629,https://static.inaturalist.org/photos/194208763/medium.jpg,Chukar,Alectoris chukar,Азиатский кеклик,Aves,846
115072562,https://inaturalist-open-data.s3.amazonaws.com/photos/194251099/medium.jpeg,Perdiz-comum,Alectoris rufa,Красная куропатка,Aves,867
115072997,https://inaturalist-open-data.s3.amazonaws.com/photos/194247245/medium.jpeg,Perdrix rouge,Alectoris rufa,Красная куропатка,Aves,867
115110799,https://inaturalist-open-data.s3.amazonaws.com/photos/194315791/medium.jpg,חוגלת סלעים,Alectoris chukar,Азиатский кеклик,Aves,846
115118019,https://inaturalist-open-data.s3.amazonaws.com/photos/194327154/medium.jpg,Chukar,Alectoris chukar,Азиатский кеклик,Aves,846
115130203,https://inaturalist-open-data.s3.amazonaws.com/photos/194342615/medium.jpeg,Perdiz roja,Alectoris rufa,Красная куропатка,Aves,867
115149242,https://static.inaturalist.org/photos/194375171/medium.jpg,Chukar,Alectoris chukar,Азиатский кеклик,Aves,846
115197028,https://inaturalist-open-data.s3.amazonaws.com/photos/194450392/medium.jpg,Red-legged Partridge,Alectoris rufa,Красная куропатка,Aves,867
115248163,https://inaturalist-open-data.s3.amazonaws.com/photos/194536075/medium.jpeg,Chukar,Alectoris chukar,Азиатский кеклик,Aves,846
115308566,https://static.inaturalist.org/photos/194645695/medium.jpeg,Red-legged Partridge,Alectoris rufa,Красная куропатка,Aves,867
115342723,https://inaturalist-open-data.s3.amazonaws.com/photos/194695174/medium.jpeg,Red-legged Partridge,Alectoris rufa,Красная куропатка,Aves,867
115359651,https://inaturalist-open-data.s3.amazonaws.com/photos/194713540/medium.jpg,Perdiz-comum,Alectoris rufa,Красная куропатка,Aves,867
115359652,https://inaturalist-open-data.s3.amazonaws.com/photos/194713553/medium.jpg,Perdiz-comum,Alectoris rufa,Красная куропатка,Aves,867
115381599,https://inaturalist-open-data.s3.amazonaws.com/photos/194748622/medium.jpg,Red-legged Partridge,Alectoris rufa,Красная куропатка,Aves,867
115415481,https://static.inaturalist.org/photos/194790622/medium.jpeg,Red-legged Partridge,Alectoris rufa,Красная куропатка,Aves,867
115417582,https://inaturalist-open-data.s3.amazonaws.com/photos/194793387/medium.jpeg,Perdrix rouge,Alectoris rufa,Красная куропатка,Aves,867
115440592,https://inaturalist-open-data.s3.amazonaws.com/photos/194828617/medium.jpeg,Red-legged Partridge,Alectoris rufa,Красная куропатка,Aves,867
115502941,https://static.inaturalist.org/photos/194935377/medium.jpg,Chukar,Alectoris chukar,Азиатский кеклик,Aves,846
115562925,https://inaturalist-open-data.s3.amazonaws.com/photos/195037552/medium.jpg,Red-legged Partridge,Alectoris rufa,Красная куропатка,Aves,867
115570357,https://inaturalist-open-data.s3.amazonaws.com/photos/195046344/medium.jpeg,Азиатский кеклик,Alectoris chukar,Азиатский кеклик,Aves,846
115572711,https://inaturalist-open-data.s3.amazonaws.com/photos/195055746/medium.jpeg,Red-legged Partridge,Alectoris rufa,Красная куропатка,Aves,867
115581594,https://inaturalist-open-data.s3.amazonaws.com/photos/195069791/medium.jpeg,Perdiz roja,Alectoris rufa,Красная куропатка,Aves,867
115593172,https://inaturalist-open-data.s3.amazonaws.com/photos/195089161/medium.jpg,Red-legged Partridge,Alectoris rufa,Красная куропатка,Aves,867
115595048,https://inaturalist-open-data.s3.amazonaws.com/photos/195091972/medium.jpg,Perdiz roja,Alectoris rufa,Красная куропатка,Aves,867
115596084,https://static.inaturalist.org/photos/195093572/medium.jpeg,Coturnice,Alectoris graeca,Европейский кеклик,Aves,863
115598921,https://inaturalist-open-data.s3.amazonaws.com/photos/194857156/medium.jpg,Red-legged Partridge,Alectoris rufa,Красная куропатка,Aves,867
115598923,https://inaturalist-open-data.s3.amazonaws.com/photos/194857450/medium.jpg,Perdiz roja,Alectoris rufa,Красная куропатка,Aves,867
115599159,https://inaturalist-open-data.s3.amazonaws.com/photos/194878673/medium.jpg,Red-legged Partridge,Alectoris rufa,Красная куропатка,Aves,867
115599163,https://inaturalist-open-data.s3.amazonaws.com/photos/194878846/medium.jpg,Red-legged Partridge,Alectoris rufa,Красная куропатка,Aves,867
115602435,https://inaturalist-open-data.s3.amazonaws.com/photos/195103534/medium.jpg,Red-legged Partridge,Alectoris rufa,Красная куропатка,Aves,867
115603068,https://inaturalist-open-data.s3.amazonaws.com/photos/195104492/medium.jpeg,Perdiz roja,Alectoris rufa,Красная куропатка,Aves,867
115620206,https://inaturalist-open-data.s3.amazonaws.com/photos/195134314/medium.jpeg,Alectoris rufa intercedens,Alectoris rufa intercedens,,Aves,630043
115622893,https://inaturalist-open-data.s3.amazonaws.com/photos/195138618/medium.jpg,Red-legged Partridge,Alectoris rufa,Красная куропатка,Aves,867
115628244,https://static.inaturalist.org/photos/195148452/medium.jpeg,Perdiz roja,Alectoris rufa,Красная куропатка,Aves,867
115632706,https://static.inaturalist.org/photos/195155997/medium.jpg,Chukar,Alectoris chukar,Азиатский кеклик,Aves,846
115682156,https://inaturalist-open-data.s3.amazonaws.com/photos/195246217/medium.jpeg,Rock Partridge,Alectoris graeca,Европейский кеклик,Aves,863
115698963,https://inaturalist-open-data.s3.amazonaws.com/photos/195274196/medium.jpg,Perdiz roja,Alectoris rufa,Красная куропатка,Aves,867
115720652,https://inaturalist-open-data.s3.amazonaws.com/photos/195309281/medium.jpeg,vuoripyy,Alectoris chukar,Азиатский кеклик,Aves,846
115720655,https://inaturalist-open-data.s3.amazonaws.com/photos/195309337/medium.jpeg,vuoripyy,Alectoris chukar,Азиатский кеклик,Aves,846
115722872,https://inaturalist-open-data.s3.amazonaws.com/photos/195315497/medium.jpeg,Red-legged Partridge,Alectoris rufa,Красная куропатка,Aves,867
115768020,https://inaturalist-open-data.s3.amazonaws.com/photos/195383862/medium.jpeg,Perdrix rouge,Alectoris rufa,Красная куропатка,Aves,867
115855475,https://inaturalist-open-data.s3.amazonaws.com/photos/195537607/medium.jpg,Chukar,Alectoris chukar,Азиатский кеклик,Aves,846
115856463,https://inaturalist-open-data.s3.amazonaws.com/photos/195538992/medium.png,Азиатский кеклик,Alectoris chukar,Азиатский кеклик,Aves,846
